YEAR,MM,DD,PRECTOTCORR,NAMES
1983,8,27,0.2,bobo
1983,8,28,0.54,bobo
1983,8,29,3.28,bobo
1983,8,30,5.56,bobo
1983,8,31,6.07,bobo
1983,9,1,3.43,bobo
1983,9,2,11.73,bobo
1983,9,3,0.16,bobo
1983,9,4,0.18,bobo
1983,9,5,1.44,bobo
1983,9,6,1.36,bobo
1983,9,7,0.26,bobo
1983,9,8,2.98,bobo
1983,9,9,12.21,bobo
1983,9,10,11.66,bobo
1983,9,11,6.76,bobo
1983,9,12,3.39,bobo
1983,9,13,5.5,bobo
1983,9,14,2.34,bobo
1983,9,15,4.71,bobo
1983,9,16,3.79,bobo
1983,9,17,5.2,bobo
1983,9,18,2.13,bobo
1983,9,19,3.58,bobo
1983,9,20,1.1,bobo
1983,9,21,1.25,bobo
1983,9,22,1.35,bobo
1983,9,23,3.27,bobo
1983,9,24,0.54,bobo
1983,9,25,3.97,bobo
1983,9,26,3.67,bobo
1983,9,27,6.65,bobo
1983,9,28,2.66,bobo
1983,9,29,1.79,bobo
1983,9,30,3.9,bobo
1983,10,1,5.18,bobo
1983,10,2,1.65,bobo
1983,10,3,0.24,bobo
1983,10,4,0.19,bobo
1983,10,5,0.73,bobo
1983,10,6,0.91,bobo
1983,10,7,0.4,bobo
1983,10,8,0,bobo
1983,10,9,0,bobo
1983,10,10,0,bobo
1983,10,11,0,bobo
1983,10,12,0,bobo
1983,10,13,0.32,bobo
1983,10,14,0.42,bobo
1983,10,15,0.5,bobo
1983,10,16,0.17,bobo
1983,10,17,0.21,bobo
1983,10,18,0,bobo
1983,10,19,0.01,bobo
1983,10,20,0,bobo
1983,10,21,0.01,bobo
1983,10,22,0.01,bobo
1983,10,23,2.21,bobo
1983,10,24,0.14,bobo
1983,10,25,0.93,bobo
1983,10,26,0.04,bobo
1983,10,27,0.12,bobo
1983,10,28,0,bobo
1983,10,29,0,bobo
1983,10,30,0,bobo
1983,10,31,0,bobo
1983,11,1,0,bobo
1983,11,2,0.02,bobo
1983,11,3,0.37,bobo
1983,11,4,0.65,bobo
1983,11,5,0.63,bobo
1983,11,6,0.64,bobo
1983,11,7,0,bobo
1983,11,8,0,bobo
1983,11,9,0,bobo
1983,11,10,0,bobo
1983,11,11,0,bobo
1983,11,12,0,bobo
1983,11,13,0,bobo
1983,11,14,0,bobo
1983,11,15,0,bobo
1983,11,16,0,bobo
1983,11,17,0.02,bobo
1983,11,18,0.01,bobo
1983,11,19,0.01,bobo
1983,11,20,0,bobo
1983,11,21,0.01,bobo
1983,11,22,0.03,bobo
1983,11,23,0.12,bobo
1983,11,24,0.04,bobo
1983,11,25,0.01,bobo
1983,11,26,0,bobo
1983,11,27,0.01,bobo
1983,11,28,0,bobo
1983,11,29,0,bobo
1983,11,30,0,bobo
1983,12,1,0,bobo
1983,12,2,0.18,bobo
1983,12,3,0.47,bobo
1983,12,4,0.01,bobo
1983,12,5,0.1,bobo
1983,12,6,0,bobo
1983,12,7,0,bobo
1983,12,8,0,bobo
1983,12,9,0,bobo
1983,12,10,0,bobo
1983,12,11,0,bobo
1983,12,12,0,bobo
1983,12,13,0,bobo
1983,12,14,0,bobo
1983,12,15,0,bobo
1983,12,16,0,bobo
1983,12,17,0,bobo
1983,12,18,0,bobo
1983,12,19,0,bobo
1983,12,20,0,bobo
1983,12,21,0,bobo
1983,12,22,0,bobo
1983,12,23,0,bobo
1983,12,24,0,bobo
1983,12,25,0,bobo
1983,12,26,0,bobo
1983,12,27,0,bobo
1983,12,28,0,bobo
1983,12,29,0,bobo
1983,12,30,0,bobo
1983,12,31,0,bobo
1984,1,1,0,bobo
1984,1,2,0,bobo
1984,1,3,0,bobo
1984,1,4,0,bobo
1984,1,5,0,bobo
1984,1,6,0,bobo
1984,1,7,0,bobo
1984,1,8,0,bobo
1984,1,9,0,bobo
1984,1,10,0,bobo
1984,1,11,0,bobo
1984,1,12,0,bobo
1984,1,13,0,bobo
1984,1,14,0,bobo
1984,1,15,0,bobo
1984,1,16,0,bobo
1984,1,17,0,bobo
1984,1,18,0,bobo
1984,1,19,0,bobo
1984,1,20,0,bobo
1984,1,21,0,bobo
1984,1,22,0,bobo
1984,1,23,0,bobo
1984,1,24,0,bobo
1984,1,25,0,bobo
1984,1,26,0,bobo
1984,1,27,0,bobo
1984,1,28,0,bobo
1984,1,29,0,bobo
1984,1,30,0,bobo
1984,1,31,0,bobo
1984,2,1,0,bobo
1984,2,2,0,bobo
1984,2,3,0,bobo
1984,2,4,0,bobo
1984,2,5,0,bobo
1984,2,6,0,bobo
1984,2,7,0,bobo
1984,2,8,0,bobo
1984,2,9,0,bobo
1984,2,10,0,bobo
1984,2,11,0,bobo
1984,2,12,0,bobo
1984,2,13,0,bobo
1984,2,14,0,bobo
1984,2,15,0,bobo
1984,2,16,0,bobo
1984,2,17,0,bobo
1984,2,18,0,bobo
1984,2,19,0,bobo
1984,2,20,0,bobo
1984,2,21,0,bobo
1984,2,22,0,bobo
1984,2,23,0,bobo
1984,2,24,0,bobo
1984,2,25,0,bobo
1984,2,26,0,bobo
1984,2,27,0,bobo
1984,2,28,0,bobo
1984,2,29,0,bobo
1984,3,1,0,bobo
1984,3,2,0,bobo
1984,3,3,0,bobo
1984,3,4,0,bobo
1984,3,5,0,bobo
1984,3,6,0,bobo
1984,3,7,1.05,bobo
1984,3,8,1.62,bobo
1984,3,9,0.47,bobo
1984,3,10,0.35,bobo
1984,3,11,1.34,bobo
1984,3,12,3.56,bobo
1984,3,13,0.45,bobo
1984,3,14,1.71,bobo
1984,3,15,3.42,bobo
1984,3,16,0.72,bobo
1984,3,17,0,bobo
1984,3,18,0,bobo
1984,3,19,0,bobo
1984,3,20,0,bobo
1984,3,21,0,bobo
1984,3,22,0.24,bobo
1984,3,23,0.09,bobo
1984,3,24,0,bobo
1984,3,25,0,bobo
1984,3,26,0,bobo
1984,3,27,0,bobo
1984,3,28,0,bobo
1984,3,29,0,bobo
1984,3,30,0,bobo
1984,3,31,0,bobo
1984,4,1,0.01,bobo
1984,4,2,0.09,bobo
1984,4,3,0.05,bobo
1984,4,4,0.6,bobo
1984,4,5,0.01,bobo
1984,4,6,0.07,bobo
1984,4,7,0.01,bobo
1984,4,8,0.02,bobo
1984,4,9,0.05,bobo
1984,4,10,0.07,bobo
1984,4,11,0.32,bobo
1984,4,12,1.08,bobo
1984,4,13,0.53,bobo
1984,4,14,0.23,bobo
1984,4,15,0.02,bobo
1984,4,16,2.53,bobo
1984,4,17,0.89,bobo
1984,4,18,2.68,bobo
1984,4,19,0,bobo
1984,4,20,0,bobo
1984,4,21,0.4,bobo
1984,4,22,0.07,bobo
1984,4,23,0.55,bobo
1984,4,24,0.29,bobo
1984,4,25,0.09,bobo
1984,4,26,0.31,bobo
1984,4,27,2.19,bobo
1984,4,28,5.51,bobo
1984,4,29,0.65,bobo
1984,4,30,0.62,bobo
1984,5,1,2.46,bobo
1984,5,2,0.57,bobo
1984,5,3,0.5,bobo
1984,5,4,0.03,bobo
1984,5,5,0.15,bobo
1984,5,6,1.72,bobo
1984,5,7,5.49,bobo
1984,5,8,0.62,bobo
1984,5,9,1.52,bobo
1984,5,10,3.24,bobo
1984,5,11,9.21,bobo
1984,5,12,1.93,bobo
1984,5,13,7.3,bobo
1984,5,14,0.05,bobo
1984,5,15,2.56,bobo
1984,5,16,5.24,bobo
1984,5,17,9.73,bobo
1984,5,18,3.41,bobo
1984,5,19,5.74,bobo
1984,5,20,4.26,bobo
1984,5,21,2.53,bobo
1984,5,22,6.82,bobo
1984,5,23,2.77,bobo
1984,5,24,6.01,bobo
1984,5,25,5.11,bobo
1984,5,26,6.08,bobo
1984,5,27,1.85,bobo
1984,5,28,2.56,bobo
1984,5,29,5.75,bobo
1984,5,30,5.41,bobo
1984,5,31,24.46,bobo
1984,6,1,6.44,bobo
1984,6,2,1.09,bobo
1984,6,3,4.36,bobo
1984,6,4,5.01,bobo
1984,6,5,5.82,bobo
1984,6,6,5.67,bobo
1984,6,7,-9999,bobo
1984,6,8,4.61,bobo
1984,6,9,14.13,bobo
1984,6,10,0.94,bobo
1984,6,11,0.99,bobo
1984,6,12,0.45,bobo
1984,6,13,1.14,bobo
1984,6,14,2,bobo
1984,6,15,1.18,bobo
1984,6,16,6.87,bobo
1984,6,17,3.08,bobo
1984,6,18,1.93,bobo
1984,6,19,1.71,bobo
1984,6,20,23.87,bobo
1984,6,21,2.88,bobo
1984,6,22,1.34,bobo
1984,6,23,6.68,bobo
1984,6,24,1.31,bobo
1984,6,25,0.93,bobo
1984,6,26,3.42,bobo
1984,6,27,2.9,bobo
1984,6,28,1.3,bobo
1984,6,29,1.34,bobo
1984,6,30,4.66,bobo
1984,7,1,0.41,bobo
1984,7,2,0.95,bobo
1984,7,3,3.02,bobo
1984,7,4,2.73,bobo
1984,7,5,3.92,bobo
1984,7,6,2.02,bobo
1984,7,7,6.35,bobo
1984,7,8,8.47,bobo
1984,7,9,3.34,bobo
1984,7,10,4.49,bobo
1984,7,11,0.64,bobo
1984,7,12,1,bobo
1984,7,13,1.32,bobo
1984,7,14,4.44,bobo
1984,7,15,7.2,bobo
1984,7,16,4.03,bobo
1984,7,17,4.26,bobo
1984,7,18,2.82,bobo
1984,7,19,1.26,bobo
1984,7,20,3.32,bobo
1984,7,21,1.83,bobo
1984,7,22,5.46,bobo
1984,7,23,3.37,bobo
1984,7,24,2.55,bobo
1984,7,25,3.05,bobo
1984,7,26,5.18,bobo
1984,7,27,15.14,bobo
1984,7,28,3.33,bobo
1984,7,29,4.71,bobo
1984,7,30,7.36,bobo
1984,7,31,9.61,bobo
1984,8,1,7.81,bobo
1984,8,2,3.32,bobo
1984,8,3,4.24,bobo
1984,8,4,5.63,bobo
1984,8,5,2.65,bobo
1984,8,6,1.44,bobo
1984,8,7,4.66,bobo
1984,8,8,5.34,bobo
1984,8,9,8.5,bobo
1984,8,10,6.33,bobo
1984,8,11,14.08,bobo
1984,8,12,14.63,bobo
1984,8,13,8.34,bobo
1984,8,14,3,bobo
1984,8,15,3.02,bobo
1984,8,16,5.25,bobo
1984,8,17,0.47,bobo
1984,8,18,10.5,bobo
1984,8,19,16.62,bobo
1984,8,20,4.39,bobo
1984,8,21,1.84,bobo
1984,8,22,5.68,bobo
1984,8,23,2.17,bobo
1984,8,24,4.42,bobo
1984,8,25,4.95,bobo
1984,8,26,26.85,bobo
1984,8,27,7.1,bobo
1984,8,28,8.54,bobo
1984,8,29,0.45,bobo
1984,8,30,9.7,bobo
1984,8,31,2.74,bobo
1984,9,1,10.3,bobo
1984,9,2,4.77,bobo
1984,9,3,4.08,bobo
1984,9,4,6.43,bobo
1984,9,5,3.64,bobo
1984,9,6,6.61,bobo
1984,9,7,5.36,bobo
1984,9,8,11.37,bobo
1984,9,9,2.89,bobo
1984,9,10,3.59,bobo
1984,9,11,10.35,bobo
1984,9,12,4.54,bobo
1984,9,13,7.42,bobo
1984,9,14,8.36,bobo
1984,9,15,5.6,bobo
1984,9,16,2.48,bobo
1984,9,17,5.23,bobo
1984,9,18,4.06,bobo
1984,9,19,2.62,bobo
1984,9,20,2.33,bobo
1984,9,21,9.6,bobo
1984,9,22,1.42,bobo
1984,9,23,2.49,bobo
1984,9,24,1.22,bobo
1984,9,25,0.07,bobo
1984,9,26,1.08,bobo
1984,9,27,3.77,bobo
1984,9,28,2.87,bobo
1984,9,29,20.6,bobo
1984,9,30,8.36,bobo
1984,10,1,4,bobo
1984,10,2,4.82,bobo
1984,10,3,0.82,bobo
1984,10,4,0.67,bobo
1984,10,5,1.05,bobo
1984,10,6,0.51,bobo
1984,10,7,1.51,bobo
1984,10,8,1.33,bobo
1984,10,9,2.92,bobo
1984,10,10,6.3,bobo
1984,10,11,5.77,bobo
1984,10,12,11.16,bobo
1984,10,13,3.73,bobo
1984,10,14,1.35,bobo
1984,10,15,1.96,bobo
1984,10,16,3.57,bobo
1984,10,17,1.09,bobo
1984,10,18,0.85,bobo
1984,10,19,0.91,bobo
1984,10,20,0.3,bobo
1984,10,21,1.25,bobo
1984,10,22,1.08,bobo
1984,10,23,0.25,bobo
1984,10,24,0.24,bobo
1984,10,25,0.22,bobo
1984,10,26,0.39,bobo
1984,10,27,0.08,bobo
1984,10,28,0.02,bobo
1984,10,29,0.02,bobo
1984,10,30,0.03,bobo
1984,10,31,0.07,bobo
1984,11,1,0.02,bobo
1984,11,2,0.05,bobo
1984,11,3,0.01,bobo
1984,11,4,0,bobo
1984,11,5,0,bobo
1984,11,6,0,bobo
1984,11,7,0,bobo
1984,11,8,0.13,bobo
1984,11,9,0.08,bobo
1984,11,10,0.25,bobo
1984,11,11,0.21,bobo
1984,11,12,5.4,bobo
1984,11,13,1.86,bobo
1984,11,14,7.19,bobo
1984,11,15,9.17,bobo
1984,11,16,0.08,bobo
1984,11,17,0,bobo
1984,11,18,0,bobo
1984,11,19,0.02,bobo
1984,11,20,0.09,bobo
1984,11,21,0.01,bobo
1984,11,22,0,bobo
1984,11,23,0,bobo
1984,11,24,0,bobo
1984,11,25,0,bobo
1984,11,26,0,bobo
1984,11,27,0,bobo
1984,11,28,0,bobo
1984,11,29,0,bobo
1984,11,30,0,bobo
1984,12,1,0,bobo
1984,12,2,0,bobo
1984,12,3,0,bobo
1984,12,4,0,bobo
1984,12,5,0,bobo
1984,12,6,0,bobo
1984,12,7,0,bobo
1984,12,8,0,bobo
1984,12,9,0,bobo
1984,12,10,0,bobo
1984,12,11,0,bobo
1984,12,12,0,bobo
1984,12,13,0,bobo
1984,12,14,0,bobo
1984,12,15,0,bobo
1984,12,16,0,bobo
1984,12,17,0,bobo
1984,12,18,0,bobo
1984,12,19,0,bobo
1984,12,20,0,bobo
1984,12,21,0,bobo
1984,12,22,0,bobo
1984,12,23,0,bobo
1984,12,24,0,bobo
1984,12,25,0,bobo
1984,12,26,0,bobo
1984,12,27,0,bobo
1984,12,28,0,bobo
1984,12,29,0,bobo
1984,12,30,0,bobo
1984,12,31,0,bobo
1985,1,1,0,bobo
1985,1,2,0,bobo
1985,1,3,0,bobo
1985,1,4,0,bobo
1985,1,5,0,bobo
1985,1,6,0,bobo
1985,1,7,0,bobo
1985,1,8,0,bobo
1985,1,9,0,bobo
1985,1,10,0,bobo
1985,1,11,0,bobo
1985,1,12,0.02,bobo
1985,1,13,0,bobo
1985,1,14,0,bobo
1985,1,15,0,bobo
1985,1,16,0.02,bobo
1985,1,17,0,bobo
1985,1,18,0,bobo
1985,1,19,0,bobo
1985,1,20,0,bobo
1985,1,21,0,bobo
1985,1,22,0,bobo
1985,1,23,0,bobo
1985,1,24,0,bobo
1985,1,25,0,bobo
1985,1,26,0,bobo
1985,1,27,0,bobo
1985,1,28,0,bobo
1985,1,29,0,bobo
1985,1,30,0,bobo
1985,1,31,0,bobo
1985,2,1,0,bobo
1985,2,2,0,bobo
1985,2,3,0,bobo
1985,2,4,0,bobo
1985,2,5,0,bobo
1985,2,6,0,bobo
1985,2,7,0,bobo
1985,2,8,0,bobo
1985,2,9,0,bobo
1985,2,10,0,bobo
1985,2,11,0,bobo
1985,2,12,0,bobo
1985,2,13,0,bobo
1985,2,14,0,bobo
1985,2,15,0,bobo
1985,2,16,0,bobo
1985,2,17,0,bobo
1985,2,18,0,bobo
1985,2,19,0,bobo
1985,2,20,0,bobo
1985,2,21,0,bobo
1985,2,22,0,bobo
1985,2,23,0,bobo
1985,2,24,0,bobo
1985,2,25,0,bobo
1985,2,26,0.08,bobo
1985,2,27,0.05,bobo
1985,2,28,0,bobo
1985,3,1,0,bobo
1985,3,2,0,bobo
1985,3,3,0,bobo
1985,3,4,0,bobo
1985,3,5,0,bobo
1985,3,6,0,bobo
1985,3,7,0,bobo
1985,3,8,0,bobo
1985,3,9,0,bobo
1985,3,10,0,bobo
1985,3,11,0,bobo
1985,3,12,0,bobo
1985,3,13,0,bobo
1985,3,14,0,bobo
1985,3,15,0,bobo
1985,3,16,0,bobo
1985,3,17,0.09,bobo
1985,3,18,8.47,bobo
1985,3,19,3.57,bobo
1985,3,20,0.11,bobo
1985,3,21,6.03,bobo
1985,3,22,0,bobo
1985,3,23,0,bobo
1985,3,24,0,bobo
1985,3,25,0,bobo
1985,3,26,0,bobo
1985,3,27,2,bobo
1985,3,28,0.01,bobo
1985,3,29,1.68,bobo
1985,3,30,0.16,bobo
1985,3,31,0.38,bobo
1985,4,1,1.97,bobo
1985,4,2,0.1,bobo
1985,4,3,0,bobo
1985,4,4,0.31,bobo
1985,4,5,2.31,bobo
1985,4,6,1.1,bobo
1985,4,7,2.06,bobo
1985,4,8,1.68,bobo
1985,4,9,0.7,bobo
1985,4,10,2.23,bobo
1985,4,11,0,bobo
1985,4,12,0,bobo
1985,4,13,0,bobo
1985,4,14,0,bobo
1985,4,15,0,bobo
1985,4,16,0.74,bobo
1985,4,17,0.34,bobo
1985,4,18,1.49,bobo
1985,4,19,0.2,bobo
1985,4,20,5.59,bobo
1985,4,21,1.65,bobo
1985,4,22,1.4,bobo
1985,4,23,0.12,bobo
1985,4,24,17.37,bobo
1985,4,25,0.37,bobo
1985,4,26,3.38,bobo
1985,4,27,2.83,bobo
1985,4,28,0.85,bobo
1985,4,29,6.59,bobo
1985,4,30,7.55,bobo
1985,5,1,17.96,bobo
1985,5,2,2.88,bobo
1985,5,3,9.28,bobo
1985,5,4,19.12,bobo
1985,5,5,5.31,bobo
1985,5,6,0.65,bobo
1985,5,7,0.21,bobo
1985,5,8,1.24,bobo
1985,5,9,0.03,bobo
1985,5,10,0.18,bobo
1985,5,11,1.89,bobo
1985,5,12,3.98,bobo
1985,5,13,0.16,bobo
1985,5,14,5.23,bobo
1985,5,15,0.82,bobo
1985,5,16,3.41,bobo
1985,5,17,1.09,bobo
1985,5,18,5.45,bobo
1985,5,19,1.69,bobo
1985,5,20,1.26,bobo
1985,5,21,0.89,bobo
1985,5,22,1.02,bobo
1985,5,23,0.64,bobo
1985,5,24,2.09,bobo
1985,5,25,0.2,bobo
1985,5,26,6.06,bobo
1985,5,27,4.58,bobo
1985,5,28,2.77,bobo
1985,5,29,0.2,bobo
1985,5,30,0.77,bobo
1985,5,31,0.84,bobo
1985,6,1,5.41,bobo
1985,6,2,0.8,bobo
1985,6,3,0.35,bobo
1985,6,4,5.97,bobo
1985,6,5,8.45,bobo
1985,6,6,6.17,bobo
1985,6,7,3.09,bobo
1985,6,8,7.43,bobo
1985,6,9,2.4,bobo
1985,6,10,1.17,bobo
1985,6,11,3.69,bobo
1985,6,12,8.1,bobo
1985,6,13,2.05,bobo
1985,6,14,3.86,bobo
1985,6,15,3.85,bobo
1985,6,16,3.82,bobo
1985,6,17,1.78,bobo
1985,6,18,4.55,bobo
1985,6,19,10.64,bobo
1985,6,20,5.72,bobo
1985,6,21,10.54,bobo
1985,6,22,11.16,bobo
1985,6,23,1.47,bobo
1985,6,24,10.09,bobo
1985,6,25,1.57,bobo
1985,6,26,4.24,bobo
1985,6,27,5.76,bobo
1985,6,28,24.61,bobo
1985,6,29,15.69,bobo
1985,6,30,2,bobo
1985,7,1,30.85,bobo
1985,7,2,12.5,bobo
1985,7,3,9.25,bobo
1985,7,4,2.68,bobo
1985,7,5,1.88,bobo
1985,7,6,6.51,bobo
1985,7,7,10.52,bobo
1985,7,8,10.71,bobo
1985,7,9,8.2,bobo
1985,7,10,4.97,bobo
1985,7,11,13.42,bobo
1985,7,12,6.73,bobo
1985,7,13,12.72,bobo
1985,7,14,8.92,bobo
1985,7,15,0.74,bobo
1985,7,16,2.92,bobo
1985,7,17,5,bobo
1985,7,18,3.53,bobo
1985,7,19,2.08,bobo
1985,7,20,18.89,bobo
1985,7,21,11.14,bobo
1985,7,22,16.51,bobo
1985,7,23,21.06,bobo
1985,7,24,4.7,bobo
1985,7,25,4.06,bobo
1985,7,26,3.86,bobo
1985,7,27,2.04,bobo
1985,7,28,5.35,bobo
1985,7,29,4.38,bobo
1985,7,30,13.2,bobo
1985,7,31,17.28,bobo
1985,8,1,16.85,bobo
1985,8,2,28.46,bobo
1985,8,3,17.67,bobo
1985,8,4,20.55,bobo
1985,8,5,14.42,bobo
1985,8,6,7.65,bobo
1985,8,7,8.18,bobo
1985,8,8,5.54,bobo
1985,8,9,20.25,bobo
1985,8,10,26.47,bobo
1985,8,11,26.82,bobo
1985,8,12,42.44,bobo
1985,8,13,22.59,bobo
1985,8,14,8.74,bobo
1985,8,15,10.81,bobo
1985,8,16,11.92,bobo
1985,8,17,28.73,bobo
1985,8,18,16.21,bobo
1985,8,19,4.01,bobo
1985,8,20,7.55,bobo
1985,8,21,3.39,bobo
1985,8,22,2.74,bobo
1985,8,23,1.33,bobo
1985,8,24,5.67,bobo
1985,8,25,9.12,bobo
1985,8,26,9.29,bobo
1985,8,27,2.09,bobo
1985,8,28,3.04,bobo
1985,8,29,3.53,bobo
1985,8,30,7.84,bobo
1985,8,31,1.52,bobo
1985,9,1,3.7,bobo
1985,9,2,4.69,bobo
1985,9,3,8.85,bobo
1985,9,4,25.54,bobo
1985,9,5,19.99,bobo
1985,9,6,2.69,bobo
1985,9,7,8.11,bobo
1985,9,8,6.27,bobo
1985,9,9,5.49,bobo
1985,9,10,7.51,bobo
1985,9,11,3.94,bobo
1985,9,12,2.78,bobo
1985,9,13,7.71,bobo
1985,9,14,3.24,bobo
1985,9,15,1.35,bobo
1985,9,16,4.14,bobo
1985,9,17,5.27,bobo
1985,9,18,3.62,bobo
1985,9,19,3.22,bobo
1985,9,20,1.81,bobo
1985,9,21,1.61,bobo
1985,9,22,1.32,bobo
1985,9,23,1.65,bobo
1985,9,24,1.38,bobo
1985,9,25,4.72,bobo
1985,9,26,18.34,bobo
1985,9,27,3.85,bobo
1985,9,28,5.13,bobo
1985,9,29,1.24,bobo
1985,9,30,2.58,bobo
1985,10,1,3.54,bobo
1985,10,2,5.15,bobo
1985,10,3,2.96,bobo
1985,10,4,1.89,bobo
1985,10,5,1.19,bobo
1985,10,6,0.36,bobo
1985,10,7,0.77,bobo
1985,10,8,2.19,bobo
1985,10,9,4.26,bobo
1985,10,10,3.17,bobo
1985,10,11,4.72,bobo
1985,10,12,7.71,bobo
1985,10,13,0.43,bobo
1985,10,14,0.32,bobo
1985,10,15,0.49,bobo
1985,10,16,0.83,bobo
1985,10,17,0.68,bobo
1985,10,18,0.06,bobo
1985,10,19,0,bobo
1985,10,20,0.04,bobo
1985,10,21,0.05,bobo
1985,10,22,0.03,bobo
1985,10,23,0.04,bobo
1985,10,24,0.01,bobo
1985,10,25,0.07,bobo
1985,10,26,0.04,bobo
1985,10,27,0.02,bobo
1985,10,28,1.89,bobo
1985,10,29,0.69,bobo
1985,10,30,2.28,bobo
1985,10,31,0.98,bobo
1985,11,1,0.67,bobo
1985,11,2,0,bobo
1985,11,3,0,bobo
1985,11,4,0,bobo
1985,11,5,0,bobo
1985,11,6,0,bobo
1985,11,7,1.13,bobo
1985,11,8,0.03,bobo
1985,11,9,0.27,bobo
1985,11,10,0.3,bobo
1985,11,11,0.3,bobo
1985,11,12,0,bobo
1985,11,13,0,bobo
1985,11,14,0,bobo
1985,11,15,0,bobo
1985,11,16,0,bobo
1985,11,17,4.29,bobo
1985,11,18,0.67,bobo
1985,11,19,1.69,bobo
1985,11,20,0.74,bobo
1985,11,21,0.05,bobo
1985,11,22,0,bobo
1985,11,23,0,bobo
1985,11,24,0,bobo
1985,11,25,0,bobo
1985,11,26,0,bobo
1985,11,27,0,bobo
1985,11,28,0,bobo
1985,11,29,0,bobo
1985,11,30,0,bobo
1985,12,1,0.01,bobo
1985,12,2,0,bobo
1985,12,3,0,bobo
1985,12,4,0,bobo
1985,12,5,0,bobo
1985,12,6,0,bobo
1985,12,7,0,bobo
1985,12,8,0,bobo
1985,12,9,0,bobo
1985,12,10,0,bobo
1985,12,11,0,bobo
1985,12,12,0,bobo
1985,12,13,0,bobo
1985,12,14,0,bobo
1985,12,15,0,bobo
1985,12,16,0,bobo
1985,12,17,0,bobo
1985,12,18,0,bobo
1985,12,19,0,bobo
1985,12,20,0,bobo
1985,12,21,0,bobo
1985,12,22,0,bobo
1985,12,23,0,bobo
1985,12,24,0,bobo
1985,12,25,0,bobo
1985,12,26,0,bobo
1985,12,27,0,bobo
1985,12,28,0,bobo
1985,12,29,0,bobo
1985,12,30,0,bobo
1985,12,31,0,bobo
1986,1,1,0,bobo
1986,1,2,0,bobo
1986,1,3,0,bobo
1986,1,4,0,bobo
1986,1,5,0,bobo
1986,1,6,0,bobo
1986,1,7,0,bobo
1986,1,8,0,bobo
1986,1,9,0,bobo
1986,1,10,0,bobo
1986,1,11,0,bobo
1986,1,12,0,bobo
1986,1,13,0,bobo
1986,1,14,0,bobo
1986,1,15,0,bobo
1986,1,16,0,bobo
1986,1,17,0,bobo
1986,1,18,0,bobo
1986,1,19,0,bobo
1986,1,20,0,bobo
1986,1,21,0,bobo
1986,1,22,0,bobo
1986,1,23,0,bobo
1986,1,24,0,bobo
1986,1,25,0,bobo
1986,1,26,0,bobo
1986,1,27,0,bobo
1986,1,28,0,bobo
1986,1,29,0,bobo
1986,1,30,0,bobo
1986,1,31,0.15,bobo
1986,2,1,2.37,bobo
1986,2,2,0.45,bobo
1986,2,3,0,bobo
1986,2,4,0,bobo
1986,2,5,0,bobo
1986,2,6,0,bobo
1986,2,7,0,bobo
1986,2,8,0,bobo
1986,2,9,0,bobo
1986,2,10,0,bobo
1986,2,11,0,bobo
1986,2,12,0,bobo
1986,2,13,0,bobo
1986,2,14,0,bobo
1986,2,15,0,bobo
1986,2,16,0,bobo
1986,2,17,0,bobo
1986,2,18,0,bobo
1986,2,19,0,bobo
1986,2,20,0,bobo
1986,2,21,0,bobo
1986,2,22,0,bobo
1986,2,23,0,bobo
1986,2,24,0,bobo
1986,2,25,2.11,bobo
1986,2,26,2.45,bobo
1986,2,27,0.75,bobo
1986,2,28,1.49,bobo
1986,3,1,13.12,bobo
1986,3,2,0.02,bobo
1986,3,3,0.03,bobo
1986,3,4,0.01,bobo
1986,3,5,0.01,bobo
1986,3,6,0,bobo
1986,3,7,0,bobo
1986,3,8,0,bobo
1986,3,9,0,bobo
1986,3,10,0.62,bobo
1986,3,11,1.17,bobo
1986,3,12,0,bobo
1986,3,13,0,bobo
1986,3,14,0,bobo
1986,3,15,0,bobo
1986,3,16,0.31,bobo
1986,3,17,0.02,bobo
1986,3,18,0.05,bobo
1986,3,19,0.27,bobo
1986,3,20,0.04,bobo
1986,3,21,0,bobo
1986,3,22,0,bobo
1986,3,23,0,bobo
1986,3,24,0,bobo
1986,3,25,0,bobo
1986,3,26,0,bobo
1986,3,27,0,bobo
1986,3,28,0,bobo
1986,3,29,0,bobo
1986,3,30,0,bobo
1986,3,31,0,bobo
1986,4,1,0.06,bobo
1986,4,2,0.23,bobo
1986,4,3,0.82,bobo
1986,4,4,0.01,bobo
1986,4,5,0,bobo
1986,4,6,0,bobo
1986,4,7,0.03,bobo
1986,4,8,0.13,bobo
1986,4,9,0.98,bobo
1986,4,10,0.11,bobo
1986,4,11,0.02,bobo
1986,4,12,1.1,bobo
1986,4,13,3.16,bobo
1986,4,14,1.16,bobo
1986,4,15,0.42,bobo
1986,4,16,0.74,bobo
1986,4,17,7.43,bobo
1986,4,18,11.17,bobo
1986,4,19,0.9,bobo
1986,4,20,5.45,bobo
1986,4,21,1.93,bobo
1986,4,22,0.13,bobo
1986,4,23,0.39,bobo
1986,4,24,0.42,bobo
1986,4,25,0,bobo
1986,4,26,0.65,bobo
1986,4,27,1.61,bobo
1986,4,28,0.01,bobo
1986,4,29,0.07,bobo
1986,4,30,0.18,bobo
1986,5,1,1.04,bobo
1986,5,2,7.82,bobo
1986,5,3,2.08,bobo
1986,5,4,0.22,bobo
1986,5,5,5.45,bobo
1986,5,6,0.36,bobo
