"YEAR","MM","DD","T2M_MAX","T2M_MIN","PRECTOTCORR"
1991,9,28,31.55,21.3,2.73
1991,9,29,31.59,22.25,13.62
1991,9,30,30.72,22.51,3.8
1991,10,1,30.61,21.98,2.92
1991,10,2,31.21,21.71,6.44
1991,10,3,31.19,22.18,6.72
1991,10,4,27.92,22.45,5.2
1991,10,5,23.9,21.2,7.69
1991,10,6,28.15,20.5,5.57
1991,10,7,29.8,20.38,1.15
1991,10,8,29.89,21.74,4.34
1991,10,9,30.22,21.26,2.1
1991,10,10,30.3,21.04,0.38
1991,10,11,30.62,21.11,1.09
1991,10,12,30.94,21.59,2.79
1991,10,13,29.75,21.8,3.02
1991,10,14,29.5,21.44,3.86
1991,10,15,29.79,21.37,2.49
1991,10,16,30.01,21.43,0.67
1991,10,17,28.35,21.01,2.07
1991,10,18,28.75,21.19,5.49
1991,10,19,29.62,21.14,3.23
1991,10,20,31.51,20.51,0.56
1991,10,21,31.1,20.6,6.94
1991,10,22,30.9,19.69,1.26
1991,10,23,29.98,19.53,1.71
1991,10,24,31.08,20.41,2.32
1991,10,25,30.98,21.12,2.6
1991,10,26,31.03,21.34,1.8
1991,10,27,31.3,21.21,1.93
1991,10,28,32.21,20.85,0.18
1991,10,29,31.73,20.51,0.1
1991,10,30,32.05,20.59,0.05
1991,11,1,31.59,20.76,0.12
1991,11,2,32.52,21.08,0.08
1991,11,3,32.39,21.3,0.21
1991,11,4,32.61,21.26,0.12
1991,11,5,32.17,21.24,0.11
1991,11,6,32.05,20.35,0.05
1991,11,7,31.02,19.58,0
1991,11,8,31.81,17.58,0
1991,11,9,30.33,17.73,0
1991,11,10,32.08,18.52,0
1991,11,11,32.21,19.43,0
1991,11,12,32.22,19.17,0
1991,11,13,32.44,17.63,0
1991,11,14,31.84,18.84,0
1991,11,15,31.25,18.23,0
1991,11,16,31.5,17.5,0
1991,11,17,31.5,18.38,0
1991,11,18,32.51,18.72,0
1991,11,19,31.98,17.85,0
1991,11,20,32.23,18.1,0
1991,11,21,32.65,19.78,0
1991,11,22,33.44,21.33,0
1991,11,23,34.24,20.74,0
1991,11,24,32.93,18.59,0
1991,11,25,33.3,18.44,0
1991,11,26,33.34,16.43,0
1991,11,27,31.55,15.8,0
1991,11,28,32.89,17.89,0
1991,11,29,32.63,19.69,0
1991,11,30,31.92,18.76,0
1991,12,1,27.22,18.25,0
1991,12,2,32.9,16.78,0.12
1991,12,3,32.67,15.65,0
1991,12,4,32.52,18.39,1.78
1991,12,5,32.73,19.84,2.92
1991,12,6,32.59,20.61,0.9
1991,12,7,30.87,19.23,0
1991,12,8,33.22,21.44,0
1991,12,9,31.5,20.76,0
1991,12,10,30.9,18.3,0
1991,12,11,33.2,16.68,0
1991,12,12,32.99,16.45,0
1991,12,13,33.3,16.05,0
1991,12,14,32.51,16.29,0
1991,12,15,31.79,15.46,0
1991,12,16,29.88,13.43,0
1991,12,17,30.64,12.96,0
1991,12,19,31.71,15.25,0
1991,12,20,32.33,16.49,0
1991,12,21,32.06,15.06,0
1991,12,22,31.73,15.43,0
1991,12,23,29.58,14.39,0
1991,12,24,29.75,12.03,0
1991,12,25,30.68,11.98,0
1991,12,26,31.99,13.86,0
1991,12,27,32.11,13.69,0
1991,12,28,32.71,15.11,0
1991,12,29,32.91,14.71,0
1991,12,30,32.46,14.4,0
1991,12,31,31.89,14.01,0
1992,1,1,32.01,13.37,0
1992,1,2,31.57,13.72,0
1992,1,3,30.71,13.73,0
1992,1,4,30.93,13.47,0
1992,1,5,30.05,11.8,0
1992,1,6,29.72,11.38,0
1992,1,7,30.33,11.71,0
1992,1,8,31.8,11.91,0
1992,1,9,31.01,13.31,0
1992,1,10,29.68,12.75,0
1992,1,11,32.08,14.11,0
1992,1,12,31.85,14.03,0
1992,1,13,31.58,13.71,0
1992,1,14,32.41,13.84,0
1992,1,15,31.88,12.74,0
1992,1,16,32.81,12.68,0
1992,1,17,34.06,14.58,0
1992,1,18,30.56,17.6,0
1992,1,19,27.84,19.32,0
1992,1,20,33.66,18.23,0
1992,1,21,34.11,17.25,0.12
1992,1,22,33.56,20.26,1.15
1992,1,23,31.65,17.73,0.09
1992,1,24,27.4,18.01,0.14
1992,1,25,31.99,16.83,0
1992,1,26,33.89,18.34,0
1992,1,27,33.74,18.03,0
1992,1,28,34.55,17.99,0
1992,1,29,34.55,18.3,0
1992,1,30,34.88,18.67,0
1992,1,31,35.53,17.29,0
1992,2,1,35.65,18.4,0
1992,2,2,35.21,19.35,0
1992,2,3,35.89,18.83,0
1992,2,4,36.62,20.57,0
1992,2,5,36.38,17.19,0
1992,2,6,36.62,19.36,0
1992,2,7,36.93,22.56,0
1992,2,8,37.27,20.69,0
1992,2,9,37.48,21.33,0
1992,2,10,33.05,21.73,0
1992,2,11,34.9,23.7,0
1992,2,12,36.52,22.19,0
1992,2,13,34.26,19.37,0
1992,2,14,36.18,18.08,0
1992,2,15,35.69,19.48,0
1992,2,16,36.63,19.4,0
1992,2,17,37.37,17.48,0
1992,2,18,37.49,16.72,0
1992,2,19,37.69,16.94,0
1992,2,20,38.21,17.08,0
1992,2,21,39.21,17.18,0
1992,2,22,39.07,18.98,0
1992,2,23,39.09,19.99,0
1992,2,24,39.51,19.78,0
1992,2,25,38.1,19.55,0
1992,2,26,37.48,17.92,0
1992,2,27,37.69,18.38,0
1992,2,28,38.23,18.48,0
1992,2,29,38.67,19.19,0
1992,3,1,38.36,19.92,0
1992,3,2,37.62,24.81,0.21
1992,3,3,36.35,24.68,0.29
1992,3,4,39.08,25.12,0.38
1992,3,5,37.55,25.95,0.02
1992,3,6,38.58,23.15,0
1992,3,7,34.89,24.05,0
1992,3,8,38.55,21.38,0
1992,3,9,38.15,20.17,0
1992,3,10,38.84,21.35,0
1992,3,11,38.51,21.41,0
1992,3,12,38.41,20.48,0
1992,3,13,38.61,20.65,0
1992,3,14,38.58,20.67,0
1992,3,15,38.58,20.58,0
1992,3,16,37.11,21.26,0
1992,3,17,39.26,20.67,0
1992,3,18,37.46,21.84,0
1992,3,19,36.42,22.36,0
1992,3,20,32.15,23.11,0
1992,3,21,35.77,22.48,0
1992,3,22,37.48,24.63,0
1992,3,23,37.92,24.53,0
1992,3,24,38.12,23.29,0
1992,3,25,33.88,26.02,0.01
1992,3,26,29.06,25.1,0
1992,3,27,34.84,23.81,0
1992,3,28,39.08,22.48,0
1992,3,29,40.3,23.7,0
1992,3,30,39.75,22.39,0
1992,3,31,40.8,23.57,0
1992,4,1,41.87,25.08,0.11
1992,4,2,39.69,27.47,0.14
1992,4,3,40.11,27.9,0.02
1992,4,4,40.08,27.49,0
1992,4,5,41.22,25.24,0.07
1992,4,6,37.98,26.29,0.28
1992,4,7,37.72,26.53,1.48
1992,4,8,38.25,25.59,0.25
1992,4,9,37.76,26.74,0.82
1992,4,10,29.94,24.14,2
1992,4,11,33.44,22.87,0.94
1992,4,12,38.73,24.18,0.93
1992,4,13,39.15,25.43,0.55
1992,4,14,39.91,23.23,0
1992,4,15,40.52,21.67,0
1992,4,16,41.33,23.99,0
1992,4,17,39.53,25.12,0.12
1992,4,18,38.15,26.52,0.04
1992,4,19,39.37,25.87,0.3
1992,4,20,39.15,27.17,0.36
1992,4,21,37.92,27.92,5.36
1992,4,22,35.52,25.98,4.35
1992,4,23,34.48,24.92,1.81
1992,4,24,38.19,23.94,0.08
1992,4,25,40.48,25.13,2.26
1992,4,26,38.01,25.7,0.1
1992,4,27,34.93,27.37,0.5
1992,4,28,37.76,25.23,0.45
1992,4,29,39.3,25.33,0.05
1992,4,30,37.94,26.92,0.76
1992,5,1,37.01,26.12,2.36
1992,5,2,34.05,25.74,0.34
1992,5,3,38.05,25.02,1.36
1992,5,4,37.96,25.91,1.58
1992,5,5,34.37,25.27,0.75
1992,5,6,31.59,24.33,1.6
1992,5,7,37.7,23.55,3.87
1992,5,8,36.11,24.13,6.72
1992,5,9,34.54,23.78,0.43
1992,5,10,33.56,25.05,4.85
1992,5,11,36.79,22.62,1.76
1992,5,12,36.01,25.32,1.59
1992,5,13,38,25.05,1.04
1992,5,14,37.75,24.44,0.24
1992,5,15,34.31,25.33,4.66
1992,5,16,28.39,24.3,6.81
1992,5,17,33.65,23.34,2.71
1992,5,18,33.9,23.3,5.77
1992,5,19,34.84,23.69,4.23
1992,5,20,36.1,23.87,3.68
1992,5,21,35.15,23.94,0.48
1992,5,22,34.09,24.22,0.93
1992,5,23,34.45,23.44,2.04
1992,5,24,35.12,23.94,1.19
1992,5,25,33.91,23.6,2.09
1992,5,26,34.6,23.63,0.83
1992,5,27,34.01,23.36,7.64
1992,5,28,35.13,23.08,7.71
1992,5,29,34.6,23.45,12.27
1992,5,30,33,23.67,2.72
1992,5,31,34.01,23.48,4.95
1992,6,1,33.9,24.19,4.45
1992,6,2,32.24,24.19,5.47
1992,6,3,31.73,23.15,15.28
1992,6,4,32.8,22.16,7.59
1992,6,5,33.32,22.64,6.9
1992,6,6,33.94,23.26,6.92
1992,6,7,32.34,22.63,7.03
1992,6,8,33.12,21.83,0.56
1992,6,9,34.58,22.69,1.05
1992,6,10,32.63,23.74,12.23
1992,6,11,33.14,21.98,1.03
1992,6,12,33.08,23,7.73
1992,6,13,31.68,22.57,13.9
1992,6,14,27.74,23.15,14.12
1992,6,15,32.13,21.7,3.95
1992,6,16,32.31,21.02,5.4
1992,6,17,33.42,21.63,2.86
1992,6,18,33.05,22.17,3.48
1992,6,19,33.08,22.38,9.72
1992,6,20,33.44,21.86,0.37
1992,6,21,34.1,22.13,0.46
1992,6,22,34.54,22.72,1.48
1992,6,23,34.88,22.55,1.12
1992,6,24,34.12,23,4.16
1992,6,25,27.83,23.4,14.56
1992,6,26,30.58,22.01,5.23
1992,6,27,30.11,22.02,12
1992,6,28,31.68,21.86,3.28
1992,6,29,30.48,21.29,8.53
1992,6,30,31.08,21.87,6.14
1992,7,1,30.49,22.52,4.01
1992,7,2,31.6,21.35,5.32
1992,7,3,28.81,22.51,17.87
1992,7,4,29.49,21.89,2.92
1992,7,5,32,20.98,1.79
1992,7,6,28.03,22.5,5.62
1992,7,7,28.79,21.61,1.46
1992,7,8,29.62,20.65,3.48
1992,7,9,30.08,22.17,6.19
1992,7,10,29.8,21.51,5.71
1992,7,11,31.15,21.3,3.94
1992,7,12,30.9,21.04,3.58
1992,7,13,29.64,22.42,3.48
1992,7,14,30.47,20.81,12.14
1992,7,15,26.57,22.4,7.95
1992,7,16,28.12,21.83,5.07
1992,7,17,31.22,21.26,2.28
1992,7,18,30.12,21.17,3.68
1992,7,19,28.8,21.89,1.45
1992,7,20,30.9,20.09,0.43
1992,7,21,31.22,20.7,1.76
1992,7,22,29.15,21.73,13.92
1992,7,23,28.4,22.24,18.35
1992,7,24,28.34,20.62,14.18
1992,7,25,27.26,21.11,12.05
1992,7,26,29.73,20.38,3.87
1992,7,27,28.36,21.44,6.38
1992,7,28,28.95,21.2,7.9
1992,7,29,29.01,21.58,10.9
1992,7,30,29.19,21.86,1.7
1992,7,31,30.94,21.7,3.1
1992,8,1,28.92,20.83,6.12
1992,8,2,29.74,21.48,3.44
1992,8,3,28.6,21.3,3.43
1992,8,4,28.88,21.67,1.58
1992,8,5,29.38,21.05,1.81
1992,8,6,27.51,21.5,1.14
1992,8,7,27.4,21.42,2.32
1992,8,8,29.83,20.66,0.86
1992,8,9,29.18,21.31,7.22
1992,8,10,28.94,21.15,4.74
1992,8,11,29.24,21.45,9.7
1992,8,12,27.77,21.55,3.21
1992,8,13,29.83,20.3,12.7
1992,8,14,28.4,20.62,21.92
1992,8,15,29.06,21.3,10.69
1992,8,16,29.48,21.58,21.75
1992,8,17,28.46,21.76,6.29
1992,8,18,28.52,21.2,3.78
1992,8,19,28.58,21.58,1.94
1992,8,20,31.33,20.99,1.66
1992,8,21,31.65,21.65,1.57
1992,8,22,29.01,22.7,4.28
1992,8,23,27.08,22.42,2.95
1992,8,24,28.51,21.13,15.25
1992,8,25,27.17,21.24,31.53
1992,8,26,26.15,21.23,10.68
1992,8,27,27.29,20.52,23.46
1992,8,28,28.08,20.8,26.38
1992,8,29,26.83,21.23,5.43
1992,8,30,26.47,21.6,10.37
1992,8,31,27.74,21.12,2.2
1992,9,1,27.22,21.65,1.25
1992,9,2,30.22,19.56,0.85
1992,9,3,30.02,21.08,7.38
1992,9,4,28.34,22.13,5.38
1992,9,5,28.81,21.4,6.61
1992,9,6,28.31,21.81,5.22
1992,9,7,26.87,20.67,9.93
1992,9,8,29.36,20.41,7.86
1992,9,9,30.33,21.39,4.11
1992,9,10,29.26,21.62,3.25
1992,9,11,29.24,21.06,0.87
1992,9,12,29.52,20.4,2.68
1992,9,13,31.19,20.97,5.05
1992,9,14,30.83,21.83,6.1
1992,9,15,30.55,20.82,5.21
1992,9,16,28.28,21.46,37.47
1992,9,17,24.97,22.21,2.98
1992,9,18,28.2,21.44,3.92
1992,9,19,30.4,20.57,7.88
1992,9,20,27.69,20.58,5.97
1992,9,21,27.94,20.38,4.03
1992,9,22,29.34,20.33,7.38
1992,9,23,30.23,20.05,0.17
1992,9,24,30.33,20.15,0.42
1992,9,25,31.05,21.02,0.27
1992,9,26,31.37,20.61,0.41
1992,9,27,31.97,21.39,0.25
1992,9,28,31.86,21.98,3.78
1992,9,29,30.19,23.12,2.75
1992,9,30,30,22.49,3.22
1992,10,1,29.33,21.71,1.44
1992,10,2,30.18,19.67,0.81
1992,10,3,31.7,19.81,0.41
1992,10,4,32.22,20.95,1.41
1992,10,5,31.94,21.21,1.01
1992,10,6,31.87,21.26,1.61
1992,10,7,32.72,21.51,1.16
1992,10,8,31.73,22.26,5.45
1992,10,9,31.82,22.24,1.92
1992,10,10,30.87,21.98,1.63
1992,10,11,31.15,21.24,2.98
1992,10,12,30.12,21.73,2.2
1992,10,13,31.25,20.87,2.61
1992,10,14,32.2,20.89,2.43
1992,10,15,31.69,21.63,3.14
1992,10,16,31.82,22.41,1.12
1992,10,17,32.12,21.32,2.3
1992,10,18,30.23,22.48,2.21
1992,10,19,31.69,21.75,1.76
1992,10,20,31.44,21.23,2.89
1992,10,21,31.53,21.73,0.33
1992,10,22,31.98,20.51,2.86
1992,10,23,32.73,20.98,1.77
1992,10,24,31.55,21.63,3.46
1992,10,25,31.28,21.46,2.95
1992,10,26,32.36,21.58,5.15
1992,10,27,32.87,20.48,5.74
1992,10,28,33.02,20.37,0.06
1992,10,29,33.02,19.15,0.08
1992,10,30,33.76,21.51,0.1
1992,10,31,32.13,21.82,0.06
1992,11,1,33.15,20.34,0.1
1992,11,2,34.03,20.69,0.02
1992,11,3,34.34,20.06,0
1992,11,4,34.14,18.55,0
1992,11,5,31.59,18.97,0.01
1992,11,6,33.22,21.51,0.01
1992,11,7,32.86,22.52,8.24
1992,11,8,29.1,22.29,8.36
1992,11,9,30.69,20.98,0.89
1992,11,10,32.05,20.75,0.16
1992,11,11,30.65,20.78,10.53
1992,11,12,31.83,19.01,0
1992,11,13,32.34,19.94,0
1992,11,14,31.6,17.23,0
1992,11,15,32.33,17.26,0
1992,11,16,32.59,16.65,0
1992,11,17,31.93,18.76,0
1992,11,18,32.46,16.4,0
1992,11,19,33.17,16.08,0
1992,11,20,33.58,15.94,0
1992,11,21,33.72,16.91,0
1992,11,22,33.13,16.11,0
1992,11,23,32.08,15.17,0
1992,11,24,31.23,14.83,0
1992,11,25,31.04,17.53,0
1992,11,26,32.28,16.96,0
1992,11,27,32.44,14.6,0
1992,11,28,31.98,13.74,0
1992,11,29,31.48,13.86,0
1992,11,30,32.39,14.88,0
1992,12,1,32.32,14.43,0
1992,12,2,32.87,15.23,0
1992,12,3,32.59,16.34,0
1992,12,4,33.36,15.87,0
1992,12,5,33.64,16.18,0
1992,12,6,33.59,16.08,0
1992,12,7,33.68,15.23,0
1992,12,8,34.46,15.37,0
1992,12,9,34.64,15.34,0
1992,12,10,35.1,16.01,0
1992,12,11,35.22,16.78,0
1992,12,12,35.52,17.63,0
1992,12,13,35.46,17.65,0
1992,12,14,35.45,16.45,0
1992,12,15,35.33,17.12,0
1992,12,16,34.69,14.28,0
1992,12,17,32.94,16.73,0
1992,12,18,33.58,15.33,0
1992,12,19,34.08,15.6,0
1992,12,20,33.69,15.65,0
1992,12,21,34.65,15.38,0
1992,12,22,34.27,15.57,0
1992,12,23,34.13,15.94,0
1992,12,24,33.79,15.3,0
1992,12,25,34.42,14.96,0
1992,12,26,34.52,14.54,0
1992,12,27,34.63,13.8,0
1992,12,28,34.79,14.65,0
1992,12,29,34.05,14.63,0
1992,12,30,34.86,15.43,0
1992,12,31,33.72,19.16,0
1993,1,1,34.87,17.48,0
1993,1,2,34.19,18.51,0
1993,1,3,35.57,18.78,0
1993,1,4,34.85,17.48,0
1993,1,5,33.56,18.65,0
1993,1,6,30.51,15.22,0
1993,1,7,29.69,14.21,0
1993,1,8,30.2,13.41,0
1993,1,9,30.22,14.18,0
1993,1,10,30.25,13.28,0
1993,1,11,31.48,12.94,0
1993,1,12,32.4,13.55,0
1993,1,13,32.98,14.35,0
1993,1,14,33.08,15.33,0
1993,1,15,33.05,15.37,0
1993,1,16,33.59,16.19,0
1993,1,17,33.79,15.54,0
1993,1,18,33.72,16.43,0
1993,1,19,34.23,15.86,0
1993,1,20,34.28,16.04,0
1993,1,21,34.83,15.76,0
1993,1,22,34.26,15.65,0
1993,1,23,33.41,15.43,0
1993,1,24,34.51,14.74,0
1993,1,25,33.96,15.01,0
1993,1,26,34.01,14.88,0
1993,1,27,33.48,14.77,0
1993,1,28,33,14.55,0
1993,1,29,34.16,14.44,0
1993,1,30,35.8,14.87,0
1993,1,31,36.87,16.5,0
1993,2,1,37.19,17.76,0
1993,2,2,35.05,19.35,0
1993,2,3,29.35,18.3,0
1993,2,4,35.12,18.35,0
1993,2,5,36.26,19.66,0.01
1993,2,6,35.16,21.51,0.02
1993,2,7,36.17,20.68,0
1993,2,8,34.6,19.09,0
1993,2,9,34.47,19.07,0
1993,2,10,36.6,15.81,0
1993,2,11,37.26,16.38,0
1993,2,12,37.92,16.8,0
1993,2,13,37.48,17.66,0
1993,2,14,37.15,18.04,0
1993,2,15,36.75,19.13,0
1993,2,16,37.76,18.59,0
1993,2,17,37.47,17.87,0
1993,2,18,37.76,18.14,0
1993,2,19,38.18,18.24,0
1993,2,20,38.16,19.01,0
1993,2,21,37.32,17.92,0
1993,2,22,37.4,20.83,0
1993,2,23,36.31,24.3,0.27
1993,2,24,37.19,24.37,0.71
1993,2,25,36.74,25.65,0
1993,2,26,38.5,24.62,0
1993,2,27,38.73,21.82,0
1993,2,28,37.69,22.58,0
1993,3,1,35.73,24.44,0
1993,3,2,36.35,25.33,0.83
1993,3,3,32.11,25.64,2.05
1993,3,4,39.44,23.31,0
1993,3,5,40.76,23.58,0.02
1993,3,6,39.41,23.15,0.75
1993,3,7,39.4,25.33,0.41
1993,3,8,38.95,23.57,0.59
1993,3,9,38.05,25.13,0
1993,3,10,33.19,25.94,0.14
1993,3,11,34.69,24.65,0.17
1993,3,12,38.81,23.19,0.57
1993,3,13,38.35,24.76,0
1993,3,14,35.98,24.51,0.14
1993,3,15,36.41,23.01,0.21
1993,3,16,33.98,24.67,0.61
1993,3,17,38.06,24.62,0.19
1993,3,18,36.86,27.37,0.24
1993,3,19,38.26,23.45,0.08
1993,3,20,37.58,19.63,0
1993,3,21,36.59,18.53,0
1993,3,22,36.53,16.35,0
1993,3,23,37.49,16.69,0
1993,3,24,38.61,18.36,0
1993,3,25,39.44,18.58,0
1993,3,26,40,20.08,0
1993,3,27,40.35,22.58,0.12
1993,3,28,38.95,25.06,0.08
1993,3,29,40.03,27.49,0.06
1993,3,30,39.93,27.37,0.05
1993,3,31,40.35,25.15,0.01
1993,4,1,39.63,24.29,1.18
1993,4,2,38.17,25.14,0.66
1993,4,3,38.76,27.07,0.19
1993,4,4,40.54,27.05,0.4
1993,4,5,41.26,24.28,0.08
1993,4,6,41.3,22.01,0.08
1993,4,7,40.23,22.84,1.04
1993,4,8,39.23,25.51,0.16
1993,4,9,32.98,26.65,2.34
1993,4,10,36.85,25.91,0.06
1993,4,11,38.82,26.15,2.95
1993,4,12,39.86,25.35,0.47
1993,4,13,38.82,25.5,1.07
1993,4,14,38.82,26.77,0.1
1993,4,15,35.68,27.67,0.17
1993,4,16,36.69,26.31,4.02
1993,4,17,40.44,24.75,0
1993,4,18,35.69,24.92,0.62
1993,4,19,39.9,24.03,1.97
1993,4,20,38.96,25.33,2.34
1993,4,21,39.62,25.32,1.49
1993,4,22,38.15,27.35,2.41
1993,4,23,35.62,26.26,0.12
1993,4,24,39.05,25.37,1.3
1993,4,25,38.18,26.54,0.23
1993,4,26,33.84,26.37,3.9
1993,4,27,36.39,25.48,1.78
1993,4,28,34.03,25.3,1.52
1993,4,29,36.76,24.29,5.59
1993,4,30,35.63,24.4,6.46
1993,5,1,35.92,24.06,5.4
1993,5,2,35.66,25.3,10.9
1993,5,3,32.58,24.08,14.07
1993,5,4,36.67,24.3,0.84
1993,5,5,35.2,24.87,5.87
1993,5,6,34.09,23.95,0.06
1993,5,7,32.5,25.08,0.07
1993,5,8,37.17,23.97,0.03
1993,5,9,36.31,25.76,0.02
1993,5,10,32.98,24.92,0.06
1993,5,11,36.55,24.51,0.91
1993,5,12,35.58,25.11,1.12
1993,5,13,30.64,26.21,0.08
1993,5,14,33.55,25.09,1.3
1993,5,15,37.3,24.51,0.05
1993,5,16,37.55,25.44,1.37
1993,5,17,37.27,25.44,1.79
1993,5,18,38.19,25.23,2.34
1993,5,19,32.42,24.96,2.02
1993,5,20,36.58,23.11,3.58
1993,5,21,36.25,24.08,1.84
1993,5,22,38.33,23.76,0.23
1993,5,23,37.86,25.12,0.81
1993,5,24,36.86,24.98,0.98
1993,5,25,37.49,25.27,0.72
1993,5,26,39.32,25.81,0.92
1993,5,27,39.48,25.95,1.81
1993,5,28,38.19,25.93,1.98
1993,5,29,35.86,26.18,1.27
1993,5,30,31.87,26.06,1.46
1993,5,31,36.05,24.04,4.86
1993,6,1,35.76,23.85,3.06
1993,6,2,35.95,23.45,5.18
1993,6,3,32.86,23.28,8.28
1993,6,4,34.48,23.02,2.03
1993,6,5,33.81,23.73,5.28
1993,6,6,33.48,23.74,7.06
1993,6,7,34.55,24.09,1.39
1993,6,8,36.12,23.11,0.29
1993,6,9,34.69,23.59,4.54
1993,6,10,36.33,24.32,2.31
1993,6,11,37.44,23.48,0.06
1993,6,12,38.01,23.95,2.51
1993,6,13,36.76,24.26,0.82
1993,6,14,33.54,25.12,2.04
1993,6,15,32.71,23.9,6.31
1993,6,16,36.73,23.25,1.19
1993,6,17,37.16,23.94,0.31
1993,6,18,37.55,23.9,5.34
1993,6,19,33.35,23.58,12.86
1993,6,20,35.54,23.17,5.81
1993,6,21,34.07,23.97,8.12
1993,6,22,34.2,22.82,4.01
1993,6,23,35.79,23.08,0.57
1993,6,24,35.62,23.38,4.21
1993,6,25,34.26,22.71,4.68
1993,6,26,34.25,23.62,6.31
1993,6,27,34.03,23.18,0.81
1993,6,28,33.89,23.1,4.29
1993,6,29,35.29,22.26,2.6
1993,6,30,36.23,23.05,3.17
1993,7,1,35.19,22.78,2.79
1993,7,2,34.3,23.38,5.12
1993,7,3,34.38,22.99,6.02
1993,7,4,33.73,23.13,5.61
1993,7,5,34.43,22.94,1.93
1993,7,6,35.23,21.86,2.18
1993,7,7,33.99,23.34,6.61
1993,7,8,33.29,22.44,5.22
1993,7,9,34.57,22.51,9.28
1993,7,10,31.69,22.01,3.21
1993,7,11,33.42,21.91,2.48
1993,7,12,32.54,22.44,4.74
1993,7,13,33.85,22.87,1.84
1993,7,14,30.49,23.84,5.74
1993,7,15,27.16,22.43,13.16
1993,7,16,30.98,21.34,1.2
1993,7,17,31.98,21.3,7.15
1993,7,18,32.2,21.59,7.12
1993,7,19,31.35,21.94,8.51
1993,7,20,32.14,22.15,3.98
1993,7,21,28.97,22.57,2.57
1993,7,22,29.65,21.91,5.81
1993,7,23,30.75,20.94,3.2
1993,7,24,29.84,21.85,13.94
1993,7,25,29.07,22.05,19.32
1993,7,26,29.69,22.71,13.14
1993,7,27,29.51,21.73,6.27
1993,7,28,30.28,21.23,12.54
1993,7,29,30.41,21.7,5.89
1993,7,30,30.37,21.66,2.9
1993,7,31,30.51,22.65,8.38
1993,8,1,30.43,21.26,11.36
1993,8,2,30.07,21.59,10.89
1993,8,3,28.19,22.69,4.34
1993,8,4,28.54,21.24,8.38
1993,8,5,30.37,19.73,3
1993,8,6,30.27,22.5,5.85
1993,8,7,30.94,21.45,3.14
1993,8,8,31.25,21.22,4.03
1993,8,9,31.01,21.82,2.19
1993,8,10,30.9,22.03,6.1
1993,8,11,28.78,21.74,6.38
1993,8,12,32.23,22.22,2.18
1993,8,13,31.82,22.42,3.64
1993,8,14,27.76,22.35,9.31
1993,8,15,29.92,20.67,6.38
1993,8,16,31.74,20.83,11.5
1993,8,17,31.04,21.62,4.93
1993,8,18,28.65,22.34,21.1
1993,8,19,27.15,22.04,31.02
1993,8,20,28.63,20.98,14.37
1993,8,21,30.55,22.11,8.67
1993,8,22,29.56,20.89,6.11
1993,8,23,29.01,20.91,7.52
1993,8,24,28.37,20.93,11.81
1993,8,25,29.14,21.24,17.64
1993,8,26,29.28,21.5,5.51
1993,8,27,30.3,22.08,2.89
1993,8,28,29.26,21.71,4.05
1993,8,29,29.15,21.77,8.31
1993,8,30,29.1,21.86,8.92
1993,8,31,29.15,21.21,12.84
1993,9,1,26.2,21.86,32.69
1993,9,2,28.08,21.21,23.79
1993,9,3,28.79,20.87,7.15
1993,9,4,29.82,20.78,3.55
1993,9,5,27.74,22.21,10.72
1993,9,6,28.18,21.56,7.28
1993,9,7,28.42,21.09,1.99
1993,9,8,30.73,20.87,4.53
1993,9,9,30.74,22.37,7.49
1993,9,10,29.62,21.84,12.15
1993,9,11,29.94,20.89,8.35
1993,9,12,30.12,21.05,3.84
1993,9,13,29.55,21.91,2.46
1993,9,14,27.93,21.17,3.82
1993,9,15,29.12,21.13,12.01
1993,9,16,30.2,20.62,15.11
1993,9,17,31.08,21.51,0.26
1993,9,18,30.83,21.27,0.62
1993,9,19,30.41,20.68,2.24
1993,9,20,28.19,20.87,6.09
1993,9,21,27.12,21.54,4.37
1993,9,22,30.36,21.42,3
1993,9,23,31.48,20.7,6.29
1993,9,24,29.55,21.87,6.1
1993,9,25,27.26,21.83,10.06
1993,9,26,30.27,20.73,4.86
1993,9,27,31.01,20.96,6.37
1993,9,28,30.62,21.05,0.68
1993,9,29,31.52,20.38,1.34
1993,9,30,31.52,21.36,1.63
1993,10,1,32.03,21.64,0.54
1993,10,2,31.37,21.12,0.37
1993,10,3,31.58,21.62,2.33
1993,10,4,31.1,21.86,2.53
1993,10,5,29.04,22.17,2.4
1993,10,6,31.17,20.85,1.61
1993,10,7,32.3,20.78,1.42
1993,10,8,31.3,22.26,4.07
1993,10,9,31.02,21.67,4.29
1993,10,10,28.68,21.73,2.31
1993,10,11,30.59,20.51,1.17
1993,10,12,32.15,21.33,4.12
1993,10,13,32.58,21.33,0.71
1993,10,14,31.82,21.49,0.31
1993,10,15,32.8,21.24,0.36
1993,10,16,32.94,21.91,0.68
1993,10,17,33.15,22.01,1.05
1993,10,18,31.97,22,1.27
1993,10,19,31.71,22.16,0.03
1993,10,20,32.13,21.92,3.72
1993,10,21,32.73,21.74,4.96
1993,10,22,32.57,22.01,3.22
1993,10,23,32.93,21.57,0.17
1993,10,24,32.61,21.41,0.55
1993,10,25,32.51,21.47,0.58
1993,10,26,32.58,21.35,0.19
1993,10,27,33.71,21.38,0.57
1993,10,28,31,21.8,0.75
1993,10,29,34.01,21.96,0.37
1993,10,30,32.33,22.44,0.25
1993,10,31,33.28,21.98,0.57
